 598, Morehouse
 599, Morgan_St
 600, Morrisville_St
 601, MS_Valley_St
 602, Mt_Aloysius
 603, Mt_Ida
 604, Mt_Olive
 605, Mt_St_Joseph
 606, Mt_St_Mary_NY
 607, Mt_St_Mary's
 608, Mt_St_Vincent
 609, MT_St-Billings
 610, Mt_Union
 611, MTSU
 612, Muhlenberg
 613, Murray_St
 614, Muskingum
 615, N_Central_IL
 616, N_Central_MN
 617, N_Colorado
 618, N_Dakota_St
 619, N_England_Col
 620, N_Illinois
 621, N_Kentucky
 622, N_Michigan
 623, Navy
 624, Nazareth
 625, NC_A&T;
 626, NC_Central
 627, NC_Pembroke
 628, NC_State
 629, NC_Wesleyan
 630, NE_Kearney
 631, NE_Oklahoma
 632, NE_Omaha
 633, NE_Wesleyan
 634, Nebraska
 635, Neumann
 636, Nevada
 637, New_Hampshire
 638, New_Haven
 639, New_Mexico
 640, New_Mexico_St
 641, New_Orleans
 642, New_Rochelle
 643, Newberry
 644, Newbury
 645, Newman
 646, Niagara
 647, Nicholls_St
 648, Nichols
 649, NJ_City
 650, NJIT
 651, NM_Highlands
 652, Norfolk_St
 653, North_Alabama
 654, North_Carolina
 655, North_Dakota
 656, North_Florida
 657, North_Georgia
 658, North_Greenville
 659, North_Park
 660, North_Texas
 661, Northeastern
 662, Northern_Arizona
 663, Northern_Iowa
 664, Northern_St_SD
 665, Northland
 666, Northwestern
 667, Northwestern_LA
 668, Northwestern_MN
 669, Northwood_MI
 670, Norwich
 671, Notre_Dame
 672, Notre_Dame_CA
 673, Notre_Dame_OH
 674, Nova_SE
 675, NW_Missouri
 676, NW_Nazarene
 677, NW_Oklahoma_St
 678, NY_Maritime
 679, Nyack
 680, NYIT
 681, NYU
 682, Oakland
 683, Oakland_City
 684, Oberlin
 685, Occidental
 686, Oglethorpe
 687, OH_Dominican
 688, Ohio
 689, Ohio_Northern
 690, Ohio_St
 691, Ohio_Valley
 692, Ohio_Wesleyan
 693, OK_Baptist
 694, Oklahoma
 695, Oklahoma_Chr
 696, Oklahoma_St
 697, Old_Dominion
 698, Old_Westbury
 699, Olivet_MI
 700, Oral_Roberts
 701, Oregon
 702, Oregon_St
 703, Oswego_St
 704, Otterbein
 705, Ouachita
 706, Pac_Lutheran
 707, Pace
 708, Pacific
 709, Pacific_OR
 710, Paine
 711, Palm_Beach_Atl
 712, Peace
 713, Penn
 714, Penn_Col_Tech
 715, Penn_St
